,postid,DateTime,timestamp,username,entity_type,PostLevel,stcode11,dtcode11,post_description,feed_pictures,feed_video,feed_news,feed_documents,experience_rating,priority,tot_agreed,tot_disagreed,Language,lat,lng,pinned,tot_comments,entity_name,entity_id,uid,profile_picture,stname,dtname,Title,tsv,title_post_text,translation,lang,preprocessed_text,ngrams,score_keywords,cosine_sim,final_score,classifier
14,3.15232E+18,,1.60441E+12,Jaano Chhattisgarh,0,State,22,-1,"Our Endeavors - Our Achievements on Employment Generation

Sustainable Development
Inclusive Growth 
Empowered People 
(Posted on Twitter by @ChhattisgarhCMO)",{},https://video.twimg.com/amplify_video/1323545619059732481/vid/720x720/dkzIiNH2W2cyWYn0.mp4?tag=13,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Chhattisgarh,,,"'achievements':4A 'by':17A 'chhattisgarh':20C 'chhattisgarhcmo':18A 'development':9A 'employment':6A 'empowered':12A 'endeavors':2A 'generation':7A 'growth':11A 'inclusive':10A 'jaano':19C 'on':5A,15A 'our':1A,3A 'people':13A 'posted':14A 'sustainable':8A 'twitter':16A", Our Endeavors - Our Achievements on Employment Generation  Sustainable Development Inclusive Growth  Empowered People  (),Our Endeavors - Our Achievements on Employment Generation  Sustainable Development Inclusive Growth  Empowered People  (),en,"['o', 'our', 'endeavors', 'achievements', 'on', 'employment', 'generation', 'sustainable', 'development', 'inclusive', 'growth', 'empowered', 'people']","['achievements', 'endeavors']",1,0.264345611,0.264345611,education and skill development
15,3.96006E+17,,1.60441E+12,Jaano Gujarat,0,State,24,-1,"#IndiaFightsCorona: 

📍Minding our minds during #COVID19 

▶️Stick to known advice: Follow hand hygiene and keep a #PhysicalDistance from others. 

#Unite2FightCorona 

 https://t.co/OYtKnkDsFb
(Posted on Twitter by @InfoGujarat)",{},,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Gujarat,,,'/oytknkdsfb':23A 'a':16A 'advice':10A 'and':14A 'by':27A 'covid19':6A 'during':5A 'follow':11A 'from':18A 'gujarat':30C 'hand':12A 'hygiene':13A 'indiafightscorona':1A 'infogujarat':28A 'jaano':29C 'keep':15A 'known':9A 'minding':2A 'minds':4A 'on':25A 'others':19A 'our':3A 'physicaldistance':17A 'posted':24A 'stick':7A 't.co':22A 't.co/oytknkdsfb':21A 'to':8A 'twitter':26A 'unite2fightcorona':20A, #IndiaFightsCorona:   📍Minding our minds during #COVID19   ▶️Stick to known advice: Follow hand hygiene and keep a #PhysicalDistance from others.   #Unite2FightCorona     (),#IndiaFightsCorona:   📍Minding our minds during #COVID19   ▶️Stick to known advice: Follow hand hygiene and keep a #PhysicalDistance from others.   #Unite2FightCorona     (),en,"['indiafightscorona', '📍minding', 'our', 'minds', 'during', 'covid', '▶️stick', 'to', 'known', 'advice', 'follow', 'hand', 'hygiene', 'and', 'keep', 'a', 'physicaldistance', 'from', 'others', 'unitefightcorona']","['indiafightscorona minding', 'stick', 'corona', 'known advice follow hand hygiene', '19', 'distance', 'fight', 'unite', 'ovid', 'keep afrom others', 'minds', 'physical']",1,0.604494918,0.604494918,education and skill development
16,2.26034E+18,,1.60441E+12,Jaano Odisha,0,State,21,-1,"Odisha Police has now reached deep into Swabhiman Anchal.
https://t.co/bdPCNSp377
(Posted on Twitter by @@homeodisha)",{},,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Odisha,,,"'/bdpcnsp377':12A 'anchal':9A 'by':16A 'deep':6A 'has':3A 'homeodisha':17A 'into':7A 'jaano':18C 'now':4A 'odisha':1A,19C 'on':14A 'police':2A 'posted':13A 'reached':5A 'swabhiman':8A 't.co':11A 't.co/bdpcnsp377':10A 'twitter':15A", Odisha Police has now reached deep into Swabhiman Anchal.  (Posted on Twitter by @@homeodisha),Odisha Police has now reached deep into Swabhiman Anchal.  (Posted on Twitter by @@homeodisha),en,"['o', 'odisha', 'police', 'has', 'now', 'reached', 'deep', 'into', 'swabhiman', 'anchal', 'posted', 'on', 'twitter', 'by', 'homeodisha']","['odisha police', 'reached deep', 'twitter', 'swabhiman anchal posted', 'homeodisha']",1,0.325998404,0.325998404,politics
17,4.12516E+18,,1.60441E+12,Jaano West Bengal,0,State,19,-1,"#AjanaKolkata or #KolkataConnect
Has begun on Oct 25 '20, you are invited to go on a conducted tour, maintaining all Covid safety protocols, of Kolkata’s most iconic landmarks. The 1st person to answer correctly will get an exciting prize. Booking details: https://t.co/UYApkUjTPT 
(Posted on Twitter by @TourismBengal)",{https://pbs.twimg.com/media/El5vrRbUYAEhZAF.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,West Bengal,,,"'/uyapkujtpt':45A '1st':31A '20':9A '25':8A 'a':16A 'ajanakolkata':1A 'all':20A 'an':38A 'answer':34A 'are':11A 'begun':5A 'bengal':53C 'booking':41A 'by':49A 'conducted':17A 'correctly':35A 'covid':21A 'details':42A 'exciting':39A 'get':37A 'go':14A 'has':4A 'iconic':28A 'invited':12A 'jaano':51C 'kolkata':25A 'kolkataconnect':3A 'landmarks':29A 'maintaining':19A 'most':27A 'oct':7A 'of':24A 'on':6A,15A,47A 'or':2A 'person':32A 'posted':46A 'prize':40A 'protocols':23A 's':26A 'safety':22A 't.co':44A 't.co/uyapkujtpt':43A 'the':30A 'to':13A,33A 'tour':18A 'tourismbengal':50A 'twitter':48A 'west':52C 'will':36A 'you':10A"," #AjanaKolkata or #KolkataConnect Has begun on Oct 25 '20, you are invited to go on a conducted tour, maintaining all Covid safety protocols, of Kolkata’s most iconic landmarks. The 1st person to answer correctly will get an exciting prize. Booking details:   ()","#AjanaKolkata or #KolkataConnect Has begun on Oct 25 '20, you are invited to go on a conducted tour, maintaining all Covid safety protocols, of Kolkata’s most iconic landmarks. The 1st person to answer correctly will get an exciting prize. Booking details:   ()",en,"['ajanakolkata', 'or', 'kolkataconnect', 'has', 'begun', 'on', 'oct', 'you', 'are', 'invited', 'to', 'go', 'a', 'conducted', 'tour', 'maintaining', 'all', 'covid', 'safety', 'protocols', 'of', 'kolkata’s', 'most', 'iconic', 'landmarks', 'the', 'st', 'person', 'answer', 'correctly', 'will', 'get', 'an', 'exciting', 'prize', 'booking', 'details']","['kolkata', 'covid safety protocols', 'go', 'conducted tour maintaining', 'ajanakolkata orhas begun', 'connect', 'exciting prize booking details', 'st person', 'oct', 'invited', 'iconic landmarks', 'get', 'answer correctly']",1,0.611796439,0.611796439,travel and transport
18,1.36948E+18,,1.60441E+12,Jaano Gujarat,0,State,24,-1,"#StatueOfUnity https://t.co/s9tio5NrTE
(Posted on Twitter by @InfoGujarat)",{},,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Gujarat,,,'/s9tio5nrte':4A 'by':8A 'gujarat':11C 'infogujarat':9A 'jaano':10C 'on':6A 'posted':5A 'statueofunity':1A 't.co':3A 't.co/s9tio5nrte':2A 'twitter':7A, #StatueOfUnity  (),#StatueOfUnity  (),en,['statueofunity'],['statueofunity'],1,0,0, 
19,3.23318E+18,,1.60441E+12,Jaano Gujarat,0,State,24,-1,"If Covid19 is a war, I am ready with my arsenal. To combat the evil of Corona, our weapons of Mask, Sanitizer & Social Distancing would be of much use. Use the above and keep yourself and your family safe this festive season
#LifePositiveCoronaNegative 
(Posted on Twitter by @InfoGujarat)",{https://pbs.twimg.com/media/El5vRN6VkAARqAc.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Gujarat,,,"'a':4A 'above':32A 'am':7A 'and':33A,36A 'arsenal':11A 'be':26A 'by':47A 'combat':13A 'corona':17A 'covid19':2A 'distancing':24A 'evil':15A 'family':38A 'festive':41A 'gujarat':50C 'i':6A 'if':1A 'infogujarat':48A 'is':3A 'jaano':49C 'keep':34A 'lifepositivecoronanegative':43A 'mask':21A 'much':28A 'my':10A 'of':16A,20A,27A 'on':45A 'our':18A 'posted':44A 'ready':8A 'safe':39A 'sanitizer':22A 'season':42A 'social':23A 'the':14A,31A 'this':40A 'to':12A 'twitter':46A 'use':29A,30A 'war':5A 'weapons':19A 'with':9A 'would':25A 'your':37A 'yourself':35A"," If Covid19 is a war, I am ready with my arsenal. To combat the evil of Corona, our weapons of Mask, Sanitizer & Social Distancing would be of much use. Use the above and keep yourself and your family safe this festive season #LifePositiveCoronaNegative  ()","If Covid19 is a war, I am ready with my arsenal. To combat the evil of Corona, our weapons of Mask, Sanitizer & Social Distancing would be of much use. Use the above and keep yourself and your family safe this festive season #LifePositiveCoronaNegative  ()",en,"['i', 'if', 'covid', 'is', 'a', 'war', 'am', 'ready', 'with', 'my', 'arsenal', 'to', 'combat', 'the', 'evil', 'of', 'corona', 'our', 'weapons', 'mask', 'sanitizer', 'social', 'distancing', 'would', 'be', 'much', 'use', 'above', 'and', 'keep', 'yourself', 'your', 'family', 'safe', 'this', 'festive', 'season', 'lifepositivecoronanegative']","['much use use', 'war', 'positive', 'corona', 'mask sanitizer social distancing would', 'festive season', 'covid', 'combat', 'life', 'evil', 'arsenal', 'ready', 'negative', 'keep', 'family safe', 'weapons']",1,0.631820528,0.631820528,education and skill development
20,4.86951E+17,,1.60441E+12,Jaano Gujarat,0,State,24,-1,"CM Shri @vijayrupanibjp today released ‘Gandhi Vichar Manjusha 2020’, a compilation of essays penned by students on ‘Relevance of Gandhian ideology in 21st century’ and professors on ‘Role of Gandhian principles in achieving Agenda 2030 (SDG)’ of Gujarat Technological University. 
(Posted on Twitter by @InfoGujarat)",{https://pbs.twimg.com/media/El5vM5MVoAE92Oy.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Gujarat,,,"'2020':9A '2030':35A '21st':23A 'a':10A 'achieving':33A 'agenda':34A 'and':25A 'by':15A,44A 'century':24A 'cm':1A 'compilation':11A 'essays':13A 'gandhi':6A 'gandhian':20A,30A 'gujarat':38A,47C 'ideology':21A 'in':22A,32A 'infogujarat':45A 'jaano':46C 'manjusha':8A 'of':12A,19A,29A,37A 'on':17A,27A,42A 'penned':14A 'posted':41A 'principles':31A 'professors':26A 'released':5A 'relevance':18A 'role':28A 'sdg':36A 'shri':2A 'students':16A 'technological':39A 'today':4A 'twitter':43A 'university':40A 'vichar':7A 'vijayrupanibjp':3A"," CM Shri @vijayrupanibjp today released ‘Gandhi Vichar Manjusha 2020’, a compilation of essays penned by students on ‘Relevance of Gandhian ideology in 21st century’ and professors on ‘Role of Gandhian principles in achieving Agenda 2030 (SDG)’ of Gujarat Technological University.  ()","CM Shri @vijayrupanibjp today released ‘Gandhi Vichar Manjusha 2020’, a compilation of essays penned by students on ‘Relevance of Gandhian ideology in 21st century’ and professors on ‘Role of Gandhian principles in achieving Agenda 2030 (SDG)’ of Gujarat Technological University.  ()",en,"['c', 'cm', 'shri', 'vijayrupanibjp', 'today', 'released', '‘gandhi', 'vichar', 'manjusha', '’', 'a', 'compilation', 'of', 'essays', 'penned', 'by', 'students', 'on', '‘relevance', 'gandhian', 'ideology', 'in', 'st', 'century’', 'and', 'professors', '‘role', 'principles', 'achieving', 'agenda', 'sdg’', 'gujarat', 'technological', 'university']","['essays penned', 'gandhian principles', 'compilation', 'gandhian ideology', 'relevance', 'upa', 'gujarat technological university', 'students', 'nib', 'achieving agenda sdg', 'vijay', 'st century', 'professors', 'role', 'jp']",1,0.349242896,0.349242896,education and skill development
21,2.35121E+18,,1.60441E+12,Jaano Chhattisgarh,0,State,22,-1,"मरवाही विधानसभा उप निर्वाचन 2020 के अंतर्गत आज हो रहे मतदान में तृतीय लिंग मतदाता दीनबंधु काशीपुरी ने गिरवर अपने कर्तव्य का निर्वहन करते हुए अपने मताधिकार का प्रयोग किया।
@SpokespersonECI @ECISVEEP 
(Posted on Twitter by @CEOChhattisgarh)",{https://pbs.twimg.com/media/El5u2viWMAAHhXd.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Chhattisgarh,,,"'2020':5A 'by':36A 'ceochhattisgarh':37A 'chhattisgarh':39C 'ecisveep':32A 'jaano':38C 'on':34A 'posted':33A 'spokespersoneci':31A 'twitter':35A 'अंतर्गत':7A 'अपने':20A,26A 'आज':8A 'उप':3A 'करते':24A 'कर्तव्य':21A 'का':22A,28A 'काशीपुरी':17A 'किया':30A 'के':6A 'गिरवर':19A 'तृतीय':13A 'दीनबंधु':16A 'निर्वहन':23A 'निर्वाचन':4A 'ने':18A 'प्रयोग':29A 'मतदाता':15A 'मतदान':11A 'मताधिकार':27A 'मरवाही':1A 'में':12A 'रहे':10A 'लिंग':14A 'विधानसभा':2A 'हुए':25A 'हो':9A", मरवाही विधानसभा उप निर्वाचन 2020 के अंतर्गत आज हो रहे मतदान में तृतीय लिंग मतदाता दीनबंधु काशीपुरी ने गिरवर अपने कर्तव्य का निर्वहन करते हुए अपने मताधिकार का प्रयोग किया। @SpokespersonECI @ECISVEEP  (),Third gender voter Deenbandhu Kashipuri exercised his franchise while discharging his duties under Marwahi Assembly by-election 2020. @SpokespersonECI @ECISVEEP (),hi,"['t', 'मरवाही', 'विधानसभा', 'उप', 'निर्वाचन', 'के', 'अंतर्गत', 'आज', 'हो', 'रहे', 'मतदान', 'में', 'तृतीय', 'लिंग', 'मतदाता', 'दीनबंधु', 'काशीपुरी', 'ने', 'गिरवर', 'अपने', 'कर्तव्य', 'का', 'निर्वहन', 'करते', 'हुए', 'मताधिकार', 'प्रयोग', 'किया।', 'spokespersoneci', 'ecisveep']","['franchise', 'cis', 'third gender voter deenbandhu kashipuri exercised', 'vee', 'eci', 'election', 'marwahi assembly', 'discharging', 'duties', 'spokesperson']",1,0.433007735,0.433007735,government works
22,4.20686E+18,,1.60441E+12,Jaano Odisha,0,State,21,-1,"▶️PM to chair Virtual Global Investor Roundtable on 5th November

▶️Event will provide an opportunity to deliberate on further accelerating the growth of international investments in India

Details ⏩https://t.co/zm8CQg3Rt9 
(Posted on Twitter by @PIBBhubaneswar)",{https://pbs.twimg.com/media/El5uQjxX0AE-h6B.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Odisha,,,"'/zm8cqg3rt9':31A '5th':9A 'accelerating':20A 'an':14A 'by':35A 'chair':3A 'deliberate':17A 'details':28A 'event':11A 'further':19A 'global':5A 'growth':22A 'in':26A 'india':27A 'international':24A 'investments':25A 'investor':6A 'jaano':37C 'november':10A 'odisha':38C 'of':23A 'on':8A,18A,33A 'opportunity':15A 'pibbhubaneswar':36A 'pm':1A 'posted':32A 'provide':13A 'roundtable':7A 't.co':30A 't.co/zm8cqg3rt9':29A 'the':21A 'to':2A,16A 'twitter':34A 'virtual':4A 'will':12A", ▶️PM to chair Virtual Global Investor Roundtable on 5th November  ▶️Event will provide an opportunity to deliberate on further accelerating the growth of international investments in India  Details ⏩  (),▶️PM to chair Virtual Global Investor Roundtable on 5th November  ▶️Event will provide an opportunity to deliberate on further accelerating the growth of international investments in India  Details ⏩  (),en,"['▶', '▶️pm', 'to', 'chair', 'virtual', 'global', 'investor', 'roundtable', 'on', 'th', 'november', '▶️event', 'will', 'provide', 'an', 'opportunity', 'deliberate', 'further', 'accelerating', 'the', 'growth', 'of', 'international', 'investments', 'in', 'india', 'details', '⏩']","['pm', 'deliberate', 'india details', 'opportunity', 'provide', 'th november event', 'international investments', 'accelerating', 'growth', 'chair virtual global investor roundtable']",1,0.581755082,0.581755082,business and accounts
23,1.45923E+18,,1.60441E+12,Jaano Arunachal Pradesh,0,State,12,-1,"Decisions of the State Cabinet chaired by Chief Minister #PemaKhandu today. 
(Posted on Twitter by @ArunachalCMO)",{https://pbs.twimg.com/media/El5uNW0VgAEIfJT.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Arunachal Pradesh,,,"'arunachal':18C 'arunachalcmo':16A 'by':7A,15A 'cabinet':5A 'chaired':6A 'chief':8A 'decisions':1A 'jaano':17C 'minister':9A 'of':2A 'on':13A 'pemakhandu':10A 'posted':12A 'pradesh':19C 'state':4A 'the':3A 'today':11A 'twitter':14A", Decisions of the State Cabinet chaired by Chief Minister #PemaKhandu today.  (),Decisions of the State Cabinet chaired by Chief Minister #PemaKhandu today.  (),en,"['d', 'decisions', 'of', 'the', 'state', 'cabinet', 'chaired', 'by', 'chief', 'minister', 'pemakhandu', 'today']","['pem', 'chief ministertoday', 'du', 'khan', 'state cabinet chaired', 'decisions']",1,0.425642285,0.425642285,government works
24,3.32411E+18,,1.60441E+12,Jaano Uttarakhand,0,State,5,-1,"रेलवे क्रिकेट ग्राउंड, गोरखपुर में निर्माणाधीन पवेलियन का निरीक्षण करते हुए महाप्रबंधक, पूर्वोत्तर रेलवे श्री विनय कुमार त्रिपाठी। 
(Posted on Twitter by @nerailwaygkp)","{https://pbs.twimg.com/media/El5t4CfVgAE_lIH.jpg,https://pbs.twimg.com/media/El5t4puVoAA4BSs.jpg,https://pbs.twimg.com/media/El5t5SJU8AAQQJV.jpg,https://pbs.twimg.com/media/El5t5ddUcAA_YSK.jpg}",NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Uttarakhand,,,"'by':22A 'jaano':24C 'nerailwaygkp':23A 'on':20A 'posted':19A 'twitter':21A 'uttarakhand':25C 'करते':10A 'का':8A 'कुमार':17A 'क्रिकेट':2A 'गोरखपुर':4A 'ग्राउंड':3A 'त्रिपाठी':18A 'निरीक्षण':9A 'निर्माणाधीन':6A 'पवेलियन':7A 'पूर्वोत्तर':13A 'महाप्रबंधक':12A 'में':5A 'रेलवे':1A,14A 'विनय':16A 'श्री':15A 'हुए':11A"," रेलवे क्रिकेट ग्राउंड, गोरखपुर में निर्माणाधीन पवेलियन का निरीक्षण करते हुए महाप्रबंधक, पूर्वोत्तर रेलवे श्री विनय कुमार त्रिपाठी।  ()","Shri Vinay Kumar Tripathi, General Manager, North Eastern Railway inspecting the pavilion under construction at Railway Cricket Ground, Gorakhpur. ()",hi,"['s', 'रेलवे', 'क्रिकेट', 'ग्राउंड', 'गोरखपुर', 'में', 'निर्माणाधीन', 'पवेलियन', 'का', 'निरीक्षण', 'करते', 'हुए', 'महाप्रबंधक', 'पूर्वोत्तर', 'श्री', 'विनय', 'कुमार', 'त्रिपाठी।']","['construction', 'pavilion', 'railway cricket ground gorakhpur']",1,0.364956465,0.364956465,travel and transport
25,5.76682E+17,,1.60441E+12,Jaano Chandigarh,0,State,4,-1,"Our awareness mobile van on #COVID appropriate behaviour was flagged off today by CMO Ludhiana. As part of our outdoor awareness campaign, van to cover various parts of the city for next 5 days.

#Unite2FightCorona 
#IndiaFightsCOVID19 
(Posted on Twitter by @ROBChandigarh)","{https://pbs.twimg.com/media/El5t5AUU4AElG9W.jpg,https://pbs.twimg.com/media/El5t5PfUcAc9SgT.jpg}",NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Chandigarh,,,"'5':33A 'appropriate':7A 'as':16A 'awareness':2A,21A 'behaviour':8A 'by':13A,40A 'campaign':22A 'chandigarh':43C 'city':30A 'cmo':14A 'cover':25A 'covid':6A 'days':34A 'flagged':10A 'for':31A 'indiafightscovid19':36A 'jaano':42C 'ludhiana':15A 'mobile':3A 'next':32A 'of':18A,28A 'off':11A 'on':5A,38A 'our':1A,19A 'outdoor':20A 'part':17A 'parts':27A 'posted':37A 'robchandigarh':41A 'the':29A 'to':24A 'today':12A 'twitter':39A 'unite2fightcorona':35A 'van':4A,23A 'various':26A 'was':9A"," Our awareness mobile van on #COVID appropriate behaviour was flagged off today by CMO Ludhiana. As part of our outdoor awareness campaign, van to cover various parts of the city for next 5 days.  #Unite2FightCorona  #IndiaFightsCOVID19  ()","Our awareness mobile van on #COVID appropriate behaviour was flagged off today by CMO Ludhiana. As part of our outdoor awareness campaign, van to cover various parts of the city for next 5 days.  #Unite2FightCorona  #IndiaFightsCOVID19  ()",en,"['o', 'our', 'awareness', 'mobile', 'van', 'on', 'covid', 'appropriate', 'behaviour', 'was', 'flagged', 'off', 'today', 'by', 'cmo', 'ludhiana', 'as', 'part', 'of', 'outdoor', 'campaign', 'to', 'cover', 'various', 'parts', 'the', 'city', 'for', 'next', 'days', 'unitefightcorona', 'indiafightscovid']","['part', 'next days', 'city', 'india', 'corona', 'outdoor awareness campaign van', 'cover various parts', '19', 'fight', 'awareness mobile van onappropriate behaviour', 'unite', 'ovid', 'fights', 'cmo ludhiana', 'today', 'flagged']",1,0.605246448,0.605246448,education and skill development
26,2.4329E+18,,1.60441E+12,Jaano Chandigarh,0,State,4,-1,"Adopt #COVID19 #NewNormal behavior

Wash hands frequently, 😷wear a mask, and maintain social------- distance

This festive season stay safe and protected from #COVID19 

#IndiaFightsCorona #Unite2FightCorona 
(Posted on Twitter by @ROBChandigarh)",{},https://video.twimg.com/ext_tw_video/1323615042797928448/pu/vid/272x270/5Pfqi3s7Il-jhkLJ.mp4?tag=10,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Chandigarh,,,"'a':9A 'adopt':1A 'and':11A,20A 'behavior':4A 'by':29A 'chandigarh':32C 'covid19':2A,23A 'distance':14A 'festive':16A 'frequently':7A 'from':22A 'hands':6A 'indiafightscorona':24A 'jaano':31C 'maintain':12A 'mask':10A 'newnormal':3A 'on':27A 'posted':26A 'protected':21A 'robchandigarh':30A 'safe':19A 'season':17A 'social':13A 'stay':18A 'this':15A 'twitter':28A 'unite2fightcorona':25A 'wash':5A 'wear':8A"," Adopt #COVID19 #NewNormal behavior  Wash hands frequently, 😷wear a mask, and maintain social------- distance  This festive season stay safe and protected from #COVID19   #IndiaFightsCorona #Unite2FightCorona  ()","Adopt #COVID19 #NewNormal behavior  Wash hands frequently, 😷wear a mask, and maintain social------- distance  This festive season stay safe and protected from #COVID19   #IndiaFightsCorona #Unite2FightCorona  ()",en,"['a', 'adopt', 'covid', 'newnormal', 'behavior', 'wash', 'hands', 'frequently', '😷wear', 'mask', 'and', 'maintain', 'social', 'distance', 'this', 'festive', 'season', 'stay', 'safe', 'protected', 'from', 'indiafightscorona', 'unitefightcorona']","['india', 'corona', 'mask', '19', 'festive season stay safe', 'fights', 'ovid', 'protected', 'unite fightcorona', 'maintain social distance']",1,0.607439601,0.607439601,safety and security
